platform,product_id,product_name,category,brand_name,review_count,avg_rating,n_negative,n_neutral,n_positive
oliveyoung,A000000229788,[NEW/리필기획] 구달 청귤 비타C 잡티케어 패드 알파 70매 기획 (+70매+추가 2매),마스크팩,구달,311,4.379421221864952,15,48,248
oliveyoung,A000000229790,[잡티토닝] 구달 청귤 비타C 잡티케어 세럼 알파 50ml 기획 (+35ml 미니어처),세럼,구달,340,3.8970588235294117,72,46,222
oliveyoung,A000000229895,[퀵-밀착 특허 콜라겐] 더마픽스 페이턴트 퍼포먼스 리얼콜라겐 5매 (3종 택1),마스크팩,더마픽스,312,3.96474358974359,60,38,214
oliveyoung,A000000229939,[1일1팩] 라운드랩 동백/소나무 팩 클렌저 150ml 기획 (+클렌징해면퍼프),클렌징,라운드랩,201,4.019900497512438,20,39,142
oliveyoung,A000000229956,[카디비 PICK/미국 1위 필링젤] 닥터멜락신 필 샷 각질 케어 쌀 앰플 고마쥬 필링 젤 80ml 2종 택1,세럼,닥터멜락신,243,4.633744855967078,8,11,224
oliveyoung,A000000230208,[1+1/깐달걀피부결] 이니스프리 레티놀 시카 흔적 앰플 30ml 더블 기획,세럼,이니스프리,159,4.723270440251572,4,7,148
oliveyoung,A000000230421,[손목세안밴드 증정] 포들 2엑스 프레시밤 밤투폼 130ml 단품/기획,클렌징,포들,381,4.233595800524935,70,23,288
oliveyoung,A000000230447,[노세범 선크림] 오브제 포어 제로 오일 컨트롤 선크림 50ml,선크림,오브제,138,4.811594202898551,3,6,129
oliveyoung,A000000230537,[포켓몬 에디션]오브제 포어 제로 프레쉬 올인원 150ml 단품/기획 2종 택1(+꼬부기 키캡키링),스킨케어,오브제,275,4.698181818181818,3,13,259
oliveyoung,A000000230560,[스프레드/여행용추가증정] 휩드 무화버터 비건 캐러멜 클렌징밤 90ml + 12ml 증정 기획,클렌징,휩드,285,4.47719298245614,12,23,250
oliveyoung,A000000230631,[NEW/깃털보송] 라운드랩 소나무 진정 시카 에어리 선스틱 19g 더블 기획,선크림,라운드랩,238,4.542016806722689,12,15,211
oliveyoung,A000000230799,[모공천재/화잘먹] 오드로이 모공수축 크림 모공요철 케어 100ml 더블기획 (+미스트앰플 30ml),세럼,오드로이,350,3.7285714285714286,104,10,236
oliveyoung,A000000230821,[수분민감/미세먼지OUT] 라곰 셀럽 마이크로 폼 클렌저 2종 택 1,클렌징,라곰,376,3.872340425531915,99,11,266
oliveyoung,A000000230822,[수분민감/아침세안] 라곰 셀럽 젤 투 워터 클렌저 170ml x 2,클렌징,라곰,311,4.266881028938907,17,70,224
oliveyoung,A000000230854,[리뷰이벤트/잡티미백] 리덴스 톤앤스팟 코렉터 앰플 30ml 더블기획,세럼,리덴스,390,4.423076923076923,25,46,319
oliveyoung,A000000230980,바이오더마 세비엄 H2O 500ml,클렌징,바이오더마,313,4.095846645367412,46,49,218
oliveyoung,A000000230983,바이오더마 하이드라비오 H2O 500ml,클렌징,바이오더마,317,4.192429022082019,30,70,217
oliveyoung,A000000231085,[안자극테스트] 비페스타 립앤아이 리무버 280ml (대용량),클렌징,비페스타,309,4.249190938511327,14,82,213
oliveyoung,A000000231175,[5월 올영픽/포켓몬에디션] 듀이트리 하이아미노 올 클렌징 밀크 200ml 기획 (+리필200ml+50ml+세안밴드),클렌징,듀이트리,356,4.033707865168539,83,21,252
oliveyoung,A000000231293,[포켓몬 에디션/5월올영픽/1+1] 프리메라 비타티놀 바운시 리프트 세럼 30g 기획/단품,세럼,프리메라,346,4.069364161849711,44,73,229
oliveyoung,A000000231294,[포켓몬 에디션/5월올영픽/탄력광채] 프리메라 비타티놀 세럼 메가-샷 겔마스크 4+1매 기획/단품,세럼,프리메라,121,3.3636363636363638,54,1,66
oliveyoung,A000000231310,[1+1] 프리메라 마일드 앤 퍼펙트 페이셜 필링 100ml 리필기획,클렌징,프리메라,346,3.7976878612716765,99,12,235
oliveyoung,A000000231315,[1+1] 프리메라 마일드 앤 퍼펙트 클렌징 오일 투 폼 200ml 리필기획/단품,클렌징오일,프리메라,325,3.753846153846154,101,12,212
oliveyoung,A000000231397,[피지 흡착/젤to오일] 닥터슈라클 오알파 멜팅 클렌징 젤 150ml,클렌징,닥터슈라클,153,4.921568627450981,2,1,150
oliveyoung,A000000231470,[박보영PICK] 메노킨 30초 버블 클렌저 4종 택1,클렌징,메노킨,277,4.743682310469314,3,15,259
oliveyoung,A000000231589,[5월 올영픽][대용량] 제로이드 수딩 크림 80ml 기획 (+50ml),스킨케어,제로이드,378,3.746031746031746,118,9,251
oliveyoung,A000000231590,[대용량] 제로이드 인텐시브 크림 80ml 기획 (+50ml),스킨케어,제로이드,330,3.987878787878788,86,2,242
oliveyoung,A000000231822,넘버즈인 1번 판토텐산 스킨케어100 블러파우더 기획 (+퍼프 1개),스킨케어,넘버즈인,395,3.7088607594936707,125,19,251
oliveyoung,A000000231833,[화잘먹] 한율 쑥히알 수분 크림 60ml 기획(+31ml),수분크림,한율,50,4.9,0,0,50
oliveyoung,A000000231836,[수지pick/올영단독] 아누아 데일리케어 마스크팩 5매 기획 8종(+1매 추가 증정),마스크팩,아누아,383,3.7963446475195823,110,7,266
oliveyoung,A000000231884,[속건조필수템] 웰라쥬 리얼 히알루로닉 블루 100 앰플 100ml 기획 (+원데이키트2ea),세럼,웰라쥬,391,3.9514066496163682,59,90,242
oliveyoung,A000000231885,[스테디셀러특가/속건조필수템] 웰라쥬 리얼 히알루로닉 블루 100 앰플 75ml 2입 기획,세럼,웰라쥬,151,4.735099337748345,6,1,144
oliveyoung,A000000231892,[수지pick/단독기획] 아누아 피디알엔 히알루론산 100 수분 크림 60mL 2입 기획,수분크림,아누아,351,3.886039886039886,104,4,243
oliveyoung,A000000231894,[수지세럼] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획세트 (+크림 30ml),세럼,아누아,69,3.579710144927536,19,6,44
oliveyoung,A000000232053,[파데프리/톤업선크림]체이싱래빗 올어바웃글로우 커버크림 35g기획(단품/대왕퍼프),선크림,체이싱래빗,365,3.671232876712329,110,12,243
oliveyoung,A000000232081,제로이드 포밍 클렌저 240ml 기획(+ 리필 240ml),클렌징,제로이드,80,4.8125,2,2,76
oliveyoung,A000000232109,[매끈결광/수부지밀크] 메이크프렘 PDRN 포어 클레이 클렌징밀크 200ml 기획 (+클렌징폼 50ml),클렌징폼,메이크프렘,288,4.475694444444445,12,39,237
oliveyoung,A000000232179,[장도연 PICK] 메디힐 PDRN 모공 탄력 세럼 40+40ml 더블 기획,세럼,메디힐,380,4.0552631578947365,67,59,254
oliveyoung,A000000232212,[모공에센스] VT 리들샷 100 에센스 30ml 더블 기획(+피디알엔 에센스 100 1.5ml*3ea),스킨케어,VT,106,4.952830188679245,0,0,106
oliveyoung,A000000232213,[이나연pick] VT 피디알엔 에센스 100 30ml 더블 기획 (+리들샷 100 10ml),스킨케어,VT,284,4.123239436619718,63,1,220
oliveyoung,A000000232301,[올영단독/샤벳밤 대용량]바를 차콜 멜팅 클렌징밤 100g(+3g*6),클렌징,바를,286,4.84965034965035,2,3,281
oliveyoung,A000000232304,[단독기획/대용량] 파티온 노스카나인 트러블 크림 75ml 기획(+5ml),스킨케어,파티온,385,3.742857142857143,115,10,260
oliveyoung,A000000232318,[화잘먹수분선] 웰라쥬 리얼 히알루로닉 블루 선크림 50ml 1+1 기획,선크림,웰라쥬,310,4.535483870967742,6,30,274
oliveyoung,A000000232356,[청담샵템] 센텔리안24 마데카랩 겔 마스크 5매(히알 워터풀 수분/PDRN 스킨 탄력),마스크팩,센텔리안24,317,4.167192429022082,36,60,221
oliveyoung,A000000232436,아비브 어성초 테카 캡슐 세럼 카밍 드롭 50ml 더블 기획,세럼,아비브,386,3.7202072538860103,121,6,259
oliveyoung,A000000232494,[단독기획] 아누아 어성초 센텔라 레드 스팟 크림 30g 2입,스킨케어,아누아,321,3.8317757009345796,64,62,195
oliveyoung,A000000232536,[아이크림/눈가탄력] VT 피디알엔 리들샷 아이 리프터 15ml,아이크림,VT,246,4.776422764227642,3,4,239
oliveyoung,A000000232710,[1등 착붙3시간팩] 어나더페이스 하이드로겔 마스크팩 (4매입) 2종 택1,마스크팩,어나더페이스,383,4.344647519582246,31,52,300
oliveyoung,A000000232723,[화잘먹 선케어] 달바 에센스 선크림 듀오 기획 (50ml+50ml),선크림,달바,302,3.980132450331126,57,46,199
oliveyoung,A000000232724,[NO.1 미스트세럼] 달바 퍼스트 스프레이 세럼 100ml 2개 기획,세럼,달바,397,3.795969773299748,113,4,280
oliveyoung,A000000232725,[생기톤업/스웨트프루프] 달바 핑크 톤업 선크림 듀오 기획 (50ml+50ml),선크림,달바,328,3.847560975609756,100,4,224
oliveyoung,A000000232884,어테이션 익모초 유브이 톤업 선스크린 SPF50+ PA++++ 40ml,선크림,어테이션,370,4.648648648648648,4,19,347
oliveyoung,A000000232887,어테이션 익모초 쿨링 선스틱 SPF50+ PA++++ 19g,선크림,어테이션,243,4.662551440329218,1,16,226
oliveyoung,A000000232913,[1+1] 이니스프리 화산송이 바하 모공 클렌징폼 130g 더블 기획,클렌징폼,이니스프리,345,4.202898550724638,39,60,246
oliveyoung,A000000232971,[7년 연속 1위] 아이디얼포맨 퍼펙트 올인원 150ml 단품/기획,스킨케어,아이디얼포맨,384,4.328125,16,66,302
oliveyoung,A000000233155,[세안종결] 주닥 약산성 로즈 68% 클렌징밀크 250ml,클렌징,주닥,295,4.566101694915254,12,21,262
oliveyoung,A000000233322,[1+1+증정/광채탄력] 닥터지 블랙스네일 크림 50ml 1+1 기획 +(15ml 추가 증정),스킨케어,닥터지,360,4.316666666666666,18,65,277
oliveyoung,A000000233335,[화해1위/모공쫀쫀 팩폼] 션리 다시마 앰플 클렌징폼 120ml,클렌징폼,션리,366,4.699453551912568,6,12,348
oliveyoung,A000000233337,[수분진정/광채캡슐크림] 션리 다시마 글레이즈드 크림 50g,스킨케어,션리,281,4.94661921708185,1,2,278
oliveyoung,A000000233468,"메디힐 콜라겐 캡슐 패치 60매 2종 (레티놀, 비타민C)",마스크팩,메디힐,364,3.7664835164835164,110,13,241
oliveyoung,A000000233497,"[증정이벤트/탄력광채수분진정] 웰더마 겔마스크팩 4매, 4종 택1 (콜라겐/시카/레티놀/PDRN)",마스크팩,웰더마,360,4.613888888888889,10,23,327
oliveyoung,A000000233802,텐제로 알로에 유브이 톤업 바디 선크림 150g,선크림,텐제로,312,4.717948717948718,1,4,307
oliveyoung,A000000234081,[기미잡티 토닝]아이오페 멀티 비타민 10% 얼티밋 토닝 겔 마스크 4매 기획 (+1매),마스크팩,아이오페,289,4.3633217993079585,15,45,229
oliveyoung,A000000234085,[레티놀+콜라겐]아이오페 레티놀 세럼 인 겔 마스크 4매 기획 (+1매),세럼,아이오페,324,4.157407407407407,34,64,226
oliveyoung,A000000234213,[5월 올영픽/1등진정장벽] 유세린 울트라센시티브 리페어 마스크팩 10매,마스크팩,유세린,340,3.8941176470588235,76,37,227
oliveyoung,A000000234422,[30ml 추가증정/원조버블팩]메노킨 30초 퀵 버블 마스크 95ml 6종 중 택1,마스크팩,메노킨,388,3.6778350515463916,119,11,258
oliveyoung,A000000235050,[리뉴얼] 코스알엑스 어드밴스드 더 비타민C 23 세럼 20g 2입,세럼,코스알엑스,172,4.686046511627907,5,11,156
oliveyoung,A000000235068,[5월 올영픽/PDRN 물광+윤광 케어] 리쥬란 힐러 턴오버 액티브 크림 50ml [기획/단품],스킨케어,리쥬란,298,4.191275167785235,21,74,203
oliveyoung,A000000235178,[1등모공앰플] 성분에디터 그린토마토 NMN 포어 리프팅 앰플 40ml 더블기획,세럼,성분에디터,279,4.060931899641577,34,65,180
oliveyoung,A000000235179,[물광리프팅] 성분에디터 실크펩타이드 EGF 하트핏 볼륨 리프팅 앰플 40ml 더블기획,세럼,성분에디터,347,4.207492795389049,25,79,243
oliveyoung,A000000235243,[키짱PICK] 아이소이 브라이트닝 로즈PDRN 잡티세럼 40ml 대용량 기획 (+20ml+미간패치 1세트),세럼,아이소이,348,4.114942528735632,48,62,238
oliveyoung,A000000235338,[리뷰이벤트/30층보습] 디마프 히어로 마이 퍼스트 세럼 a.k.a 만능기초 155ml,세럼,디마프,249,4.7269076305220885,6,12,231
oliveyoung,A000000235348,[뽑아쓰는 두루마리 패드] 한율 어린쑥 속수분 쑥히알 패드 60매 기획 (+10매),마스크팩,한율,311,4.511254019292605,7,35,269
oliveyoung,A000000235364,[3D진동클렌징/모공케어] 메디큐브 에이지알 부스터 진동 클렌저 헤드 (베이지/핑크),클렌징,메디큐브 에이지알,107,4.691588785046729,2,8,97
oliveyoung,A000000235434,[고순도 히알루론산/수분케어] 가쉬 에어버블 10초 마이크로 버블팩 울트라 브이 150회분,마스크팩,가쉬,118,4.8559322033898304,1,5,112
oliveyoung,A000000235435,[콜라겐/탄력케어] 가쉬 10초 마이크로 버블팩 리프트부스트 150회분,마스크팩,가쉬,145,4.827586206896552,1,6,138
oliveyoung,A000000235842,가쉬 모공탄력/수분/진정/미백 10초 마이크로 버블팩 4종 골라담기 150회분,마스크팩,가쉬,377,4.389920424403183,22,54,301
oliveyoung,A000000235912,[간편 베이스/잡티커버] 스타라이크 파데프리 톤업 선크림 50ml,선크림,스타라이크,323,4.13312693498452,44,56,223
oliveyoung,A000000235913,[화잘먹/24시간속보습] 스타라이크 PDRN 스킨 핏 수분 선크림 50ml,선크림,스타라이크,316,4.674050632911392,1,1,314
oliveyoung,A000000236477,[온라인 단독/촉촉톤업] 셀퓨전씨 잡티 토닝 썬스크린 50ml+20ml 기획,선크림,셀퓨전씨,33,4.7272727272727275,0,1,32
oliveyoung,A000000236767,[5월 올영픽/126매 대용량/올리브영 단독] 리쥬란 포어 타이트닝 토너 패드 60매 더블 한정 기획,토너,리쥬란,340,4.241176470588235,26,61,253
oliveyoung,A000000236819,[화잘먹광채/1+1] 메디큐브 PDRN 핑크 톤업 선크림 50ml 더블기획,선크림,메디큐브,254,4.133858267716535,24,52,178
oliveyoung,A000000236862,유이크 바이옴 레미디 포어리셋 쿨링패드 80매,마스크팩,유이크,101,4.801980198019802,1,2,98
oliveyoung,A000000236899,[수분촉촉] 라운드랩 자작나무 수분 클렌저 150ml 기획 (+20ml),클렌징,라운드랩,320,4.11875,41,58,221
oliveyoung,A000000237128,[1위 홈케어템] 쿼드쎄라 미니튠 (화이트/핑크/실버),스킨케어,쿼드쎄라,263,4.6273764258555135,6,10,247
oliveyoung,A000000237394,[장도연 PICK/미니어처 증정] 메디힐 더마 크림 팩클렌저 120ml 단품/기획 2종 (+20ml 추가증정),클렌징,메디힐,357,4.246498599439776,36,62,259
oliveyoung,A000000237409,[1+1/유혜주PICK] 바이오던스 포어 퍼펙팅 콜라겐 펩타이드 세럼 30ml 더블 기획,세럼,바이오던스,371,4.048517520215634,45,83,243
oliveyoung,A000000237449,[수지pick/뽀용뇽 공동개발] 아누아 피디알엔 히알루론산 수분 캡슐 미스트 100ml,미스트,아누아,292,3.4863013698630136,101,13,178
oliveyoung,A000000237473,[화잘먹/1분퀵필링] 일소 노 트러블럼 필링 스왑 4g 8매,클렌징,일소,268,4.097014925373134,27,62,179
oliveyoung,A000000237644,[올영단독] 파파레서피 블레미쉬 효소파우더 클렌저 130g 대용량기획 (+팩붓+오일/크림 3ml*3),클렌징,파파레서피,286,4.510489510489511,6,28,252
oliveyoung,A000000237728,[1등 진정세럼] 파넬 시카마누 92세럼 30ml 리필기획(+30ml 리필+15ml),세럼,파넬,370,3.791891891891892,103,10,257
oliveyoung,A000000237800,[호호뷰티PICK] 히야 마일드벗딥 클렌징 워터 300ml 기획(+클렌징패드 20매),클렌징,히야 (HYAAH),294,4.350340136054422,17,51,226
oliveyoung,A000000237813,바이오더마 센시비오 H2O eye 125ml,클렌징,바이오더마,285,4.459649122807018,12,43,230
oliveyoung,A000000237901,[스킨부스팅] 메디큐브 에이지알 미니플러스 핑크/베이지/짱구 에디션,스킨케어,메디큐브 에이지알,311,4.038585209003215,34,79,198
oliveyoung,A000000238174,[5월올영픽] 랑콤 UV 엑스퍼트 선크림 6종 택1 (30ml/50ml),선크림,랑콤,104,4.471153846153846,7,6,91
oliveyoung,A000000238198,[화잘먹/브러쉬증정기획] 피캄 홀리바질 버블 딥 마스크 90g 기획 (+듀얼모공브러쉬),마스크팩,피캄,340,3.738235294117647,99,17,224
oliveyoung,A000000238406,[품절대란/수부지 화잘먹 세럼] 믹순 히알레배 포어 버블 세럼 70ml,세럼,믹순,409,3.643031784841076,139,23,247
oliveyoung,A000000238408,[수부지 화잘먹 크림] 믹순 히알레배 포어 블러링 크림 50ml,스킨케어,믹순,298,4.3355704697986575,19,40,239
oliveyoung,A000000238532,[장벽 클렌징밤]유이크 바이옴 베리어 콜라겐 퍼밍 클렌징밤 100ml (+20ml 추가증정),클렌징,유이크,325,4.384615384615385,22,45,258
oliveyoung,A000000238816,[5/15하루특가/포켓몬 에디션]오브제 포어 제로 오일 컨트롤 선스틱 18g(+꼬부기 파우치),선크림,오브제,376,4.162234042553192,39,83,254
oliveyoung,A000000238929,[광채크림/NEW대용량] 차앤박 프로폴리스 앰플 액티브 샷 크림 75ml 2입,세럼,차앤박,351,4.384615384615385,9,75,267
oliveyoung,A000000238987,[아이돌물광팩]메디큐브 콜라겐 나이트 랩핑 마스크 75ml 어워즈 기획 (+브러쉬 + 5ml 증정),마스크팩,메디큐브,337,3.5667655786350148,111,17,209
oliveyoung,A000000239102,[앰플한병팩] 메디힐 하이퍼 콜라겐 겔 마스크 8+1매 한정 기획,세럼,메디힐,404,3.900990099009901,109,2,293
oliveyoung,A000000239103,[5월 올영픽] [화잘먹종결템] LG 프라엘 갈바닉 부스터 기획/단품 (+키링 케이스),스킨케어,LG 프라엘,194,4.56701030927835,8,7,179
oliveyoung,A000000239107,[1위마스크팩/250만장판매]하우스오브비 글루타치온 페이스필름 8매,마스크팩,하우스오브비,102,4.901960784313726,1,1,100
oliveyoung,A000000239108,[초밀착/미백광채]메디큐브 PDRN 핑크 콜라겐 토닝 겔 토너 패드 70매+10매,토너,메디큐브,320,3.8375,86,25,209
oliveyoung,A000000239660,피지오겔 DMT 페이셜 보습 장벽 크림 150ml 기획(+토너 50ml),토너,피지오겔,120,4.816666666666666,2,3,115
oliveyoung,A000000239963,[올영세일한정/화잘먹] 마몽드 플로라 글로우 로즈 리퀴드 마스크 80ml 리필 기획 (+리필 80ml),마스크팩,마몽드,158,4.7025316455696204,2,8,148
oliveyoung,A000000239969,[5월 올영픽/포켓몬 에디션] 듀이트리 AC 딥 진정 모공 패드 100매 기획 (+4매+피츄 패드 케이스),마스크팩,듀이트리,384,3.7864583333333335,113,8,263
oliveyoung,A000000240055,[올영단독] 밈즈 마일드 워터리 썬스크린 50ml 1+1 기획,선크림,밈즈,307,4.7817589576547235,7,6,294
oliveyoung,A000000240243,닥터자르트 크라이오 러버 마스크 4종 택1,마스크팩,닥터자르트,289,3.9688581314878895,43,65,181
oliveyoung,A000000240462,[단독기획/미백+탄력] 셀리맥스 모공잡티 브라이트닝 크림 랩핑 마스크 5매 기획 (+1매),마스크팩,셀리맥스,291,4.426116838487973,10,31,250
oliveyoung,A000000240465,[카밍 폼 증정/안소희 PICK]바노바기 비타 제닉 젤리 마스크 10매 7종 택 1,마스크팩,바노바기,394,4.220812182741117,39,84,271
oliveyoung,A000000240555,[대용량] 셀리맥스 브라이트닝 모공잡티패드 기획 (80매+20매),마스크팩,셀리맥스,282,4.421985815602837,2,41,239
oliveyoung,A000000240562,[레이PICK/수분코팅] 풀리 쌀 세라 수분 선크림 50ml (단품/기획),선크림,풀리,320,4.771875,7,13,300
oliveyoung,A000000240799,[장벽강화/클렌징밀크 20ml 증정기획] 주닥 약산성 락토 프로폴리스 64% 클렌징폼 160ml,클렌징폼,주닥,236,4.809322033898305,6,6,224
oliveyoung,A000000240908,[속건조수분크림] 메디큐브 PDRN 핑크 히알루로닉 수분크림 50ml 더블기획 (+앰플10ml),수분크림,메디큐브,331,3.8731117824773413,74,46,211
oliveyoung,A000000241482,프롬메디 마스크 3종 [아줄렌 시카/콜라겐 멜팅/TXA 브라이트닝] 4매입,마스크팩,프롬메디,169,4.621301775147929,8,12,149
oliveyoung,A000000241733,[1+1/블랙헤드 메컵 쓱싹] 에스네이처 아쿠아 라이스 클렌징오일 200ml 리필기획 (+리필 200ml),클렌징오일,에스네이처,292,4.164383561643835,33,57,202
oliveyoung,A000000241734,[대용량/화해1위/3관왕 쌀뜨물광] 에스네이처 아쿠아 라이스 클렌징밀크 280ml기획 (+리필100ml),클렌징,에스네이처,59,4.745762711864407,0,3,56
oliveyoung,A000000241852,[5월올영픽/피부노화개선] 에스티로더 갈색병 세럼 30ml 기획/단품,세럼,에스티로더,200,4.645,3,16,181
oliveyoung,A000000241879,[생기탄력/비타VER] 달바 비타 토닝 안티에이징 스프레이 세럼 8퍼센트 70ml,세럼,달바,132,4.636363636363637,0,11,121
oliveyoung,A000000242341,[글로우 부스팅샷] 아이오페 PDRN 카페인 샷 30ml 리필 기획 (+30ml 리필),스킨케어,아이오페,302,4.337748344370861,9,66,227
oliveyoung,A000000242378,[NEW업그레이드/3+2기획] 차앤박 안티-포어 블랙헤드 퍼펙트 클리어 키트 프로 3매 기획 (+2매),마스크팩,차앤박,196,4.025510204081633,28,21,147
oliveyoung,A000000242716,[사용감 개선] 식물나라 가벼운 수분 선 젤 60ml 단품/2입 기획,선크림,식물나라,140,4.75,3,8,129
oliveyoung,A000000242719,[탄력콜라겐UP/1+1] 차앤박 더마앤서 액티브 부스트 PDRN 앰플 30ml 더블기획,세럼,차앤박,379,3.941952506596306,104,4,271
oliveyoung,A000000242720,[보습광채/화잘먹앰플] 차앤박 프로폴리스 에너지 액티브 앰플 30ml 2입 기획 (+15ml),세럼,차앤박,351,4.002849002849003,69,42,240
oliveyoung,A000000242876,[파데프리/기미개선]아이오페 UV쉴드 톤업 선 50ml 기획 (+톤업 선 15ml),선크림,아이오페,232,4.280172413793103,17,22,193
oliveyoung,A000000242956,[탄력광채/4+1매] 메디큐브 PDRN 핑크 콜라겐 겔 마스크 4매 기획(+미백 겔 마스크 1매),마스크팩,메디큐브,309,4.022653721682848,53,49,207
oliveyoung,A000000243162,[수지pick/올영단독] 아누아 패드 리필 기획 3종(어성초/피디알엔/카테킨),마스크팩,아누아,306,4.127450980392157,30,53,223
oliveyoung,A000000243330,[5월 올영픽/9중 모공지표 개선/올리브영 단독 런칭] 리쥬란 더마 힐러 포어 타이트닝 겔 마스크 5매,마스크팩,리쥬란,208,4.7451923076923075,4,9,195
oliveyoung,A000000243433,[청담샵 화잘먹미스트/키오프 하늘 PICK] 메디큐브 PDRN 핑크 콜라겐 글로우 젤리 미스트 100ml 더블기획,미스트,메디큐브,341,3.7888563049853374,103,11,227
oliveyoung,A000000243435,[연어PDRN/미백천재앰플] 메디큐브 PDRN 핑크 펩타이드 앰플 30ml 기획(앰플10ml+수분크림 10ml),수분크림,메디큐브,50,2.46,30,1,19
oliveyoung,A000000243440,[5월 올영픽/올리브영 단독런칭]리쥬란 힐러 스킨 프로텍션 마스크 10매 기획(+1매),마스크팩,리쥬란,336,3.794642857142857,99,16,221
oliveyoung,A000000243499,[1등 속광 로션/단독 기획] 온그리디언츠 스킨 베리어 카밍 로션 이엑스 220ml 기획 (+80ml),스킨케어,온그리디언츠,349,4.051575931232092,74,29,246
oliveyoung,A000000243502,[3초광 미스트/수분 속광] 온그리디언츠 스킨 베리어 속광 미스트 100ml 기획 (+50ml),미스트,온그리디언츠,305,4.698360655737705,7,13,285
oliveyoung,A000000243677,[재구매율1위/비타민앰플] 피지오겔 사이언수티컬즈 데일리뮨 앰플 20ml+20ml 더블기획,세럼,피지오겔,391,4.048593350383632,71,50,270
oliveyoung,A000000244040,[수분광채/리필증정] 라네즈 워터 슬리핑 마스크 70ml 기획 (+40ml 리필+슬리핑마스크 미니 2종),마스크팩,라네즈,319,4.028213166144201,66,35,218
oliveyoung,A000000244322,[역대급증정/4매입/5종쿨링리프팅] 에스네이처 아쿠아 스쿠알란 수분크림 랩핑마스크 4매 기획 (+발렌 스티커팩),수분크림,에스네이처,388,4.077319587628866,57,71,260
oliveyoung,A000000244349,톡스앤필 앵글 컷 리프팅 패치 5매입,마스크팩,톡스앤필,181,4.922651933701657,0,4,177
oliveyoung,A000000244375,[리뉴얼] 듀이셀 프라이빗케어 마스크 5매 기획 (+1매),마스크팩,듀이셀,313,4.086261980830671,42,58,213
oliveyoung,A000000244392,[1등 초밀착 겔/단독기획] 러븀 겔 마스크 4매 (어린시카/PDRN/그린시트러스/유자),마스크팩,러븀,202,4.732673267326732,10,3,189
oliveyoung,A000000244410,[포켓몬 에디션/5월올영픽] 프리메라 겔마스크 4+1매 기획 3종 택1,스킨케어,프리메라,277,4.3393501805054155,79,35,288
oliveyoung,A000000244410,[포켓몬 에디션/5월올영픽] 프리메라 비타티놀 세럼 30g 1+1 / 겔마스크 4+1매 기획 3종 택1,세럼,프리메라,125,3.48,79,35,288
oliveyoung,A000000244413,[포켓몬 에디션/5월올영픽/톤업광채] 프리메라 PDRN-나이아10 세럼 메가-샷 겔마스크 4+1매 기획/단품,세럼,프리메라,64,4.890625,0,0,64
oliveyoung,A000000244479,랑벨 내츄럴 딥 클렌징 오일 205ml 기획 (+클렌징오일 23ml),클렌징오일,랑벨,238,4.243697478991597,21,36,181
oliveyoung,A000000244488,폰즈 모공 타이트닝 매듭 팩클렌저 150ml,클렌징,폰즈,310,4.467741935483871,16,25,269
oliveyoung,A000000244705,[총10매] 메디큐브 PDRN 핑크 펩타이드 앰플 마스크 10매,세럼,메디큐브,149,4.604026845637584,3,13,133
oliveyoung,A000000244706,[저자극 클렌저] 메이영 비건 모이스트 오일 투 폼 클렌저 195ml,클렌징,메이영,229,4.864628820960698,1,7,221
oliveyoung,A000000244711,[속보습] 라네즈 크림스킨 밀키 하이드레이션 마스크 5+1매 기획,마스크팩,라네즈,147,4.6938775510204085,5,6,136
oliveyoung,A000000244733,퐁당 포어 딥 클린 버블 클렌저 145g 단품/기획,클렌징,퐁당,295,4.850847457627118,2,3,290
oliveyoung,A000000244756,[1+1기획/산뜻모공] 뉴트로지나 딥클린 클렌징 오일 200ml,클렌징오일,뉴트로지나,254,3.9448818897637796,35,65,154
oliveyoung,A000000244763,[1+1/트러블예방/여드름기능성] 뉴트로지나 아크네 포밍 클렌저 150g 더블기획,클렌징,뉴트로지나,248,4.431451612903226,18,32,198
oliveyoung,A000000244783,[1등 클렌징밤] 바닐라코 클린잇제로 클렌징밤 100ml 더블 기획,클렌징,바닐라코,221,4.755656108597285,9,4,208
oliveyoung,A000000244987,[장도연 PICK/1+1] 메디힐 마데카소사이드 흔적 리페어 더마크림 50+50ml 더블 기획,스킨케어,메디힐,353,3.86685552407932,100,11,242
oliveyoung,A000000245046,에스트라 아토베리어365 클렌징폼 200ml,클렌징폼,에스트라,107,4.570093457943925,4,6,97
oliveyoung,A000000245087,[장원영PICK] 닥터엘시아 345 릴리프 크림 50ml 기획 (+10ml*2ea+튜브링거),스킨케어,닥터엘시아,355,3.983098591549296,42,95,218
oliveyoung,A000000245091,에스트라 아토베리어365 세라-히알 속수분 앰플 30ml+30ml 리필 기획,세럼,에스트라,346,4.144508670520231,51,49,246
oliveyoung,A000000245096,에스트라 아토베리어365 포밍 클렌저 150ml,클렌징,에스트라,279,4.508960573476703,5,26,248
oliveyoung,A000000245129,7일특가[파데프리/톤업선쿠션]체이싱래빗 올어바웃 글로우 커버 선쿠션 15g(단품/핑거퍼프 증정기획),선크림,체이싱래빗,301,3.9069767441860463,62,40,199
