platform,category,product_name,rating,sentiment,review_content,review_date
oliveyoung,skincare,[본품 50%용량 추가 증정] 라로슈포제 에빠끌라 세럼 30ml 기획(+에빠세럼 3ml*5),5.0,positive,"올해 여름까지만 해도 얼굴 전체 부위에 피지성 여드름이 많이 분포되어 있었어요 .. 여드름 흉터까지 더해져서 피부가 많이 더러워 보였어요.. 저희 집 사람들 다들 제 피부에 대해 항상 언급할 정도로 스트레스도 많이 받았고요 ㅜㅜ,, 우연히 가족들이랑 올리브영 갔다가 엄마의 권유로 한 번 구매해 봤는데 정말 효과 많이 봤어요!!! 저를 안지 별로 안된 사람들은 제 피부가 원래 좋은 줄 알더라고요 ㅎㅎㅎ 첫 번째 사진이 제품 사용 전 피부이고 두 번째 사진이 사용 후 피부입니다. 둘 다 피부화장은 하지 않은 상태입니다. 여드름이 완전히 박멸되었다고 할 순 없지만 대두분이 사라졌습니다 ! 저처럼 피지 고민이 많으신 분들에게 좋은 제품인 것 같아요. 용량 대비 가격이 조금 비싼 것 같아요…. 할인 많이 해주세요….. ㅠㅠㅠ 이젠 이 제품 없이 외박하는 날에는,, 아주 불안하답니다,,,,",2022-12-30
musinsa,,[손상모 전용] 케라마이드 극손상 울트라 리페어 트리트먼트 1L + 샴푸 180ml 추가증정구성,5.0,positive,세일할때 저렴하게 구매해서 좋고 향도 좋습니다,
musinsa,,[바디클렌저]페퍼민트 퓨어 캐스틸 솝 950ml,5.0,positive,용량이 너무 커서 오래 쓸 수 있을 것 같아서 너무 좋아요~,
oliveyoung,cleansing,식물나라 제주 탄산수 딥 클렌징티슈 80매,4.0,positive,"민감성 수부지입니다.

저는 화장을 진하게 하는 편은 아니라서, 마스카라는 마스카라 리무버 발라서 녹이고 그냥 이 클렌징 티슈로 눈썹, 눈화장, 블러셔, 틴트 착색 정도를 닦는데요.

연한 눈화장까지는 무리 없이 지워주고요.
내가 아이라인을 보통 이상으로 진하게 한다? 그럼 좀 무리일것 같아요 ㅎㅎ

자극은 좀 있는 편이에요. 왜냐? 제가 생각했을 땐 이게 시트가 별로 안 촉촉해요.. 그래서 자극이 좀 있습니다 ㅠㅠ",2025-08-24
musinsa,,순정 디렉터 선크림 2pack 기획세트,5.0,positive,로션같이 발려요 몸에도 바르기 좋아서 함께 바르거 있어요,
coupang,수분크림,"[비건뷰티] 이니스프리 그린티 씨드 히알루론산 고수분 크림, 50ml, 1개",5.0,positive,"[비건뷰티] 이니스프리 그린티 씨드 히알루론산 고수분 크림을 이번에 처음 사용해봤는데, 솔직히 기대 이상으로 만족스러웠어요. 저는 원래 피부가 건조한 편이라 계절 상관없이 보습력이 충분한 크림을 찾는 편인데, 요즘 환경도 건조하고 아침저녁으로 피부가 당기는 느낌이 많아서 고수분 제품을 찾던 중에 이 제품을 알게 되었어요. 게다가 비건 제품이라 성분도 비교적 순하고 부담이 덜해서 안심하고 사용할 수 있는 점도 마음에 들었어요.

크림을 손등에 처음 덜어봤을 때 질감이 꽤 부드럽고 산뜻하게 느껴졌어요. 묵직한 보습감이 느껴지지만 피부에 바르면 끈적임 없이 쏙 스며드는 느낌이라 아침에 화장 전에도 부담 없이 바를 수 있었어요. 특히 히알루론산이 함유되어 있어서 그런지 바른 직후에도 피부가 촉촉하게 차오르는 느낌이 들고, 하루 종일 당김 없이 피부 결을 부드럽게 유지해줘서 정말 만족스러웠어요.

향도 은은한 그린티 향이라 과하게 달거나 화학적인 향이 나지 않아서 쓰는 동안 기분까지 편안해지는 느낌이 있었어요. 개인적으로 향이 강한 제품은 오래 쓰면 피로감이 올 때가 많은데, 이 크림은 데일리로 사용하기 딱 좋았어요. 또, 흡수가 빨라서 바른 직후 바로 메이크업을 해도 들뜨지 않고, 촉촉함은 유지되면서 피부 결은 매끈하게 정리되는 점도 장점이었어요.

용량도 50ml라서 욕실에 두고 쓰기 딱 적당했고, 펌핑형 용기가 아니라 손으로 덜어 쓰는 타입이지만 질감 덕분에 소량만 발라도 충분히 얼굴 전체에 바를 수 있었어요. 피부가 예민한 날에도 트러블 없이 잘 맞았고, 꾸준히 쓰면 장시간 촉촉함을 유지해주는 점이 마음에 들었어요.

전체적으로 보면, 비건뷰티라는 점에서 성분 걱정 없이 사용할 수 있고, 고수분 크림으로서 보습력과 흡수력, 피부 결 정리까지 모두 만족스러운 제품이었어요. 특히 피부가 쉽게 건조해지는 분이나 순한 성분을 선호하는 분들에게 추천할 만한 제품이에요. 저도 앞으로 데일리 보습용으로 꾸준히 사용할 것 같아요.",2025-11-30
musinsa,,바이오 워터리 선크림 50mL SPF50+ PA++++,2.0,negative,"얇게 발리고 끈적이지 않아 좋아요
바르면 화끈거리는 느낌이 들어요",
coupang,토너,"OBge 맥스 수딩 토너, 500ml, 1개쿠폰할인",5.0,positive,"샤워후에 사용하기 좋은 토너에요! 흡수가 정말 빠르고 얼굴 피부정돈 하기정말 좋더라구요
화장솜으로 별도 안해도 피부확실히 정돈이 잘 되니까 계속 쓰게 되더라구요~
이거 쓰고 나서 화장도 정말 잘 먹고 기초만해도 피부가 정말 부드러워져서 너무 만족스러웠어요
남자가 편하게 사용할 수 있는 제품이고 용량도 대용량이라 가성비가 정말 좋은제품이에요",2026-04-05
musinsa,,올리고 히알루론산 딥 토너 200ml,5.0,positive,수부지여서 수분 꽉 채워주고 뽀송하게 마무리 되는 토너를 선호하는데 딱 이 토너가 그래서 좋은 거 같아요 수부지인 분들이 많이 쓰신다고 해서 사본건데 왜 많이 쓰시는지 알 거 같아요,
oliveyoung,maskpack,[긴급진정] 라운드랩 소나무 진정 시카 마스크 10매,2.0,negative,진정에 역시나 효과못봄 한번사용에 당연히 그렇겟지만 진짜좋은건 바로효과나옴,2025-07-24
oliveyoung,cleansing,"[선크림 세정]식물나라 제주 탄산수 딥 모공 클렌징 폼 120ml,150ml 단품/1+1기획",5.0,positive,"저는 생필품 쟁이는 병에 걸린 사람입니다..
당연히 클렌징폼도 한바가지 쟁여놓음 ㅋㅋ

식물나라 제주탄산수휩파워 클렌징폼 써보고 맘에 들어서
얘도 구매했습니다.

둘이 제형이나 사용감, 향 전부 비슷한데
알갱이 유무가 가장 큰 차이점 같습니다요~
둘 다 좋긴 한데
개인적으로 클렌징폼에 알갱이 있는 걸 별로 선호하지 않아서
이 딥모공보다 휩파워가 더 취향이예요.
(그래서 재구매도 이미 함 ㅋㅋ)

딥모공엔 미세 스크럽이 들어있어서
각질 제거에 도움을 준다는데요,
전 스크럽은 어차피 스킨푸드 블랙슈가로 주 1회 해주고 있어서 데일리로 굳이 안해도 되거든요.


수많은 리뷰가 말해주듯
피지 뿜뿜하는 여름에 진짜 딱인
뽀득뽀득한 &#039;약알칼리성&#039; 클렌징폼입니다!

조밀하고 쫀쫀한 제형에
깔끔 개운한 시원한 사용감이 맘에 들어요.

향은 시원한 마린계열 향 + 시트러스우디 약간의 느낌?
바다에 시트러스니까 제주느낌 나는 게 제품 이름이랑 잘 맞는데 
개인적으로 상큼한 시트러스가 강했으면 좋겠어요.


그냥 사도 원쁠원에 만이천원대라 괜찮은 가격인데유
세일하면 9천원대로 떨어집니닷!
다들 세일 때 꼭 쟁이세요😉


딥모공 휩파워 제형이나 사용감, 향 거의 비슷한데
-알갱이 미세스크럽으로 데일리 스크럽과 각질제거가 필요한 사람은 딥모공 
-스크럽을 주 1회 따로 하기땜시 굳이 미세스크럽 기능 필요 없는 사람은 휩파워

이렇게 선택하시면 좋을 것 같네요!!",2024-10-09
coupang,스킨케어,"닥터지 레드 블레미쉬 포 맨 오일 컷 로션 올인원, 150ml, 2개",5.0,positive,"------솔직 후기------

♥ 구매 이유
피부가 번들거리면서도 수분 부족이 심한 타입이라 적절한 보습을 해주면서도 기름기를 잡아줄 제품이 필요했습니다. 여러 브랜드를 비교하던 중 닥터지 레드 블레미쉬 포 맨 오일 컷 로션이 유분 조절과 보습을 동시에 해준다고 해서 구매하게 되었습니다. 특히, 올인원 제품이라 스킨, 로션, 에센스를 따로 바를 필요 없이 하나로 관리할 수 있다는 점이 마음에 들었습니다.

♥ 주요 기능
이 제품은 올인원 로션으로, 유분 조절과 수분 공급을 동시에 해줍니다. 끈적이지 않고 산뜻한 사용감이 특징이며, 피부를 진정시키는 성분이 포함되어 있어 면도 후 사용하기에도 좋습니다. 또한, 트러블 진정 효과가 있어 피부가 민감한 남성들에게 적합합니다.

♥ 장점

1. 가벼운 사용감 – 유분이 적당히 잡히면서도 속당김 없이 촉촉한 마무리감을 줍니다.

2. 빠른 흡수력 – 로션을 바른 후에도 끈적임이 거의 없어 바르고 나서 바로 활동하기 편합니다.

3. 트러블 진정 효과 – 붉어진 피부가 빠르게 진정되는 느낌이 있어 면도 후 사용하기 좋습니다.

4. 올인원 제품으로 간편함 – 스킨, 로션, 에센스를 따로 바를 필요 없이 하나로 해결할 수 있어 바쁜 아침에 유용합니다.

♥ 아쉬운점

1. 건성 피부에는 보습력이 다소 부족할 수 있음 – 유분 조절 기능이 강한 편이라 극건성 피부보다는 지성 또는 복합성 피부에 더 적합합니다.

2. 향이 살짝 호불호 갈릴 수 있음 – 개인적으로는 괜찮았지만, 향이 약간 남성 화장품 특유의 느낌이 있어서 민감하신 분들은 테스트 후 사용하는 것이 좋을 것 같습니다.

♥ 총평
유분 조절과 보습을 동시에 원하는 남성들에게 좋은 올인원 로션입니다. 가볍고 빠르게 흡수되며 끈적임이 없어 부담 없이 사용할 수 있습니다. 특히 면도 후 피부 진정 효과가 있어 자극받은 피부 관리에도 유용합니다. 다만, 극건성 피부에는 보습이 살짝 부족할 수 있고, 향은 개인 취향에 따라 호불호가 있을 수 있습니다. 간편한 스킨케어를 원하면서 유분이 신경 쓰이는 분들에게 추천하는 제품입니다!

-----제 리뷰가 도움이 되셨다면, ""도움이 돼요"" 부탁드려요-----",2025-02-27
musinsa,,[SET] 다이브인 저분자 히알루론산 크림 80ml x 2개 [총 160ml] (+다이브인 크림 20ml),4.0,positive,운동하고 나서 바를 수분크림 알아보다 토리든 다이브인 저분자 하이알루론산 크림 구매했습니다 산뜻해서 좋네요,
musinsa,,구아바 수분 콜라겐 미스트 100mL,4.0,positive,습도가 높은 요즘에 너무 좋아요 담에 또 구매 예정,
musinsa,,더마UV365 비타C 광채수분 선크림 40ml,5.0,positive,마음에들어요 발림성 매우 좋아요. 근데 냄새가 좀 납니다 ㅜㅜ,
musinsa,,살롱10 단백질 에센스팩 990ml (손상모/극손상모)+샴푸30ml+샤쉐 증정,4.0,positive,한달정도 사용하니까 확실히 머릿결은 좋아지는데 너무 기름져지네요 ㅠ,
oliveyoung,maskpack,[5월 올영픽/포켓몬 에디션] 듀이트리 AC 딥 열감 진정 마스크 10매 기획 (+1매+포켓몬 스티커),1.0,negative,열감진정에 특화된 팩인거같아여 열감진정에는 진짜 최고에요! 근데 에센스 진짜 너무 없어요…. 그래서 팩 붙여도 건성인 저한테는 금방 말라서 떼야해영 ㅠㅠ 이것만 개선되면 여름에 너무 잘쓸거같아여…!,2026-06-15
oliveyoung,suncare,[화잘먹수분선] 웰라쥬 리얼 히알루로닉 블루 선크림 50ml 1+1 기획,5.0,positive,체험단으로 한번 써보고 너무 좋아서 정착한 선크림이에요 흐르는 제형에 유분기도 많지 않아서 잘 쓰고 있어요,2025-09-30
oliveyoung,cleansing,[아침세안] 마녀공장 약산성 퓨리파잉 소다폼 150ml X2 기획,5.0,positive,"큰 자극없이 무난하게 사용하기 좋고, 거품도 풍성해요! 무엇보다 세정력 좋은편인것 같아서 개운합니다.",2026-05-12
coupang,아이섀도,"미샤 트리플 아이섀도우 2g, 3호 모카 베이지, 1개",5.0,positive,"➡️미샤 트리플 아이 섀도우 베리 베리킹은 여러 색상을 함께 구매해 사용 중인 제품으로, 그중에서도 활용도가 높아 자주 손이 가는 컬러입니다. 베리 계열의 색감이 부담스럽지 않게 표현되어 데일리 메이크업은 물론 분위기 있는 포인트 메이크업까지 폭넓게 활용할 수 있어 만족스러웠습니다. 

세 가지 컬러 구성이 조화롭게 배치되어 있어 따로 조합을 고민하지 않아도 자연스러운 음영 메이크업이 완성됩니다. 연한 컬러로 베이스를 깔고 중간 컬러로 음영을 더한 뒤 포인트 컬러를 사용하면 또렷한 눈매를 연출할 수 있어 메이크업 시간이 단축되었습니다. 

발색이 균일하게 올라가며 여러 번 덧발라도 뭉치지 않아 깔끔한 표현이 가능했습니다. 피부에 밀착력이 좋아 가루 날림이 적고, 장시간 외출 후에도 메이크업 상태가 안정적으로 유지되어 수정 화장이 크게 필요하지 않았습니다. 

텍스처가 부드러워 눈가에 자극 없이 편안하게 사용할 수 있으며, 색감이 탁하지 않고 맑게 표현되어 전체적인 메이크업 완성도를 높여줬습니다. 계절에 크게 구애받지 않는 컬러 조합이라 사계절 내내 활용하기 좋을 것 같습니다. 

✔️전체적으로 컬러 조합, 발색력, 지속력, 사용 편의성까지 고르게 만족스러워 여러 색상을 함께 구매해 사용 중이며, 데일리 아이섀도우를 찾는 분들께 추천하고 싶은 제품입니다~~~.✔️",2026-03-13
musinsa,,스킨 인핸서 컴팩트 글로우 쿠션,5.0,positive,들뜸없이 잘발려서 좋아요 ㅎㅎ톤도 딱 맞아요 추천합니다,
oliveyoung,maskpack,"[PDRN출시] 바이오던스 리얼 딥 마스크 4매 (PDRN, 콜라겐, 세라놀, 비타, 씨켈프)",4.0,positive,"가격이 있는편이라 조금 아쉽지만 제품은 좋아요
피부에 붙이기 불편하지 않아서 좋았어요
잘 사용할게요",2026-03-24
musinsa,,체이싱래빗_올어바웃글로우톤업크림,5.0,positive,"일단 디자인이 귀엽고 묽은 제형이라 가볍게 잘 발린다
그래서 나오는 구멍은 작지만 세게 누르비 않아도 많이 나오는데 이 부분과 어두운 옷에 좀 묻는 점 외에는 부족한 것이 없는 제품이다",
oliveyoung,skincare,[수분진정/광채캡슐크림] 션리 다시마 글레이즈드 크림 50g,5.0,positive,"촉촉하고 쫀쫀해지는 아침 피부로 태어났어요🥰
물광피부 기대해볼게여❤️",2026-05-18
oliveyoung,cleansing,[대용량기획/노란티스] 티스 딥오프 오일 320mL 더블기획,4.0,positive,세정력을 잘 모르겠어요. 같이 쓰는 가족들은 좋다고 하는데…,2026-05-21
musinsa,,[증정] 무향 100시간 보습 세라마이드 아토 로션 350ml 2입,5.0,positive,여기가 가격이 제일 괜찮은거 같아서 샀어요. 아토피 피부에 바르기 좋은것 같아요,
oliveyoung,suncare,[화잘먹/광노화] 베라모어 브라이트닝 광채 선세럼 50ml,4.0,positive,이 섬세럼 바르고 피부 화장하면 광이 은은하게 돌더라고요 향도 나쁘지 않고 발림성도 좋았습니다! 톤업은 아예 안된다고 보시면 됩니다!,2025-10-22
musinsa,,아토베리어365 크림 80ml,5.0,positive,배송은 빨랐어요! 쿠폰맥이니 매우 저렴하게 구마했습니더. 속건조 심한편인데 저한텐 좀 가벼운 느낌이었어요,
musinsa,,[사은품 증정] (대용량) 레티놀 시카 흔적 앰플 50mL + 10mL 2개,5.0,positive,"너무 좋아서 이미 여러병 썼어요
이거 쓰고 자면 다음날에 얼굴 보들보들합니다",
oliveyoung,suncare,[6/1 하루특가/1등썬/1+1] 라운드랩 자작나무 수분 선크림 50ml 1+1 기획 (+여행용 20ml),5.0,positive,진짜 얜 세일할 때마다 쟁여줘야함 그냥 수분크림 같은 느낌이라서 넘 좋슴당,2026-06-01
oliveyoung,skincare,[포켓몬 에디션/5월올영픽/1+1] 프리메라 비타티놀 바운시 리프트 세럼 30g 기획/단품,5.0,positive,"정착해서 쭉 쓰고 있는 레티놀 제품입니다! 피부가 예민할 때 써도 뒤집히지 않고, 타 레티놀 제품보다 사용감도 훨씬 좋아서 만족스러워요 :)",2026-05-10
musinsa,,리커버리 밤 B 120ml,4.0,positive,향은 바르고 한 10분후에 다 없어지는듯ㅜㅜ그래도 머리 마르기전에 이거 바르고 머리말리면 조금 부드러워짐,
musinsa,,수딩 알로에 베라 젤 500ML,5.0,positive,"예민해진 피부에 바르면 촉촉하면서 진정에 많은 도움을 받을 수 있습니다!
냉장 보관 후 사용하면 더욱 좋으니 참고하세요!",
coupang,마스카라,"코스노리 퍼펙트 세팅 워터프루프 롱앤컬 마스카라 7ml, 03 로지 브라운, 1개",5.0,positive,"ᰔ 솔직하게 작성하는 쿠팡 리뷰입니다 ᰔ

안녕하세요 ᵔ-ᵔ

원래도 찐한 화장은 하지않았고
기본적인 쿠션,아이라이너,마스카라 정도만 했다가
출산 후엔 눈화장은 거의 안하고 피부화장은 가끔 정도?
그러다 이제 아이가 좀 크니 꾸미고 싶더라구요.

그래서 이번에 가끔 꾸밀 화장품을 몇개 샀어요.

이 마스카라도 그 중 하나인데 보통 화장을 하면 '나 화장했다!!!'같은
느낌보다는 꾸안꾸 느낌을 좋아하거든요.

마스카라도 액이 뭉쳐서 달라붙는 제품이 많아서
리뷰도 많이보고 이걸로 선택했는데 나쁘지않아요.
떡지지않아서 좋네요.

⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯
⊹ 솔직한 리뷰가 구매에 도움이 되시기를 ⊹
⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯",2024-03-20
coupang,BB크림,"한스킨 글로우 데일리 비비크림, 1개, 30ml, 피치",5.0,positive,"구매평

발림성이 부드러워서 피부에 얇게 밀착되고 뭉침 없이 잘 펴져요.
커버력도 과하지 않게 자연스럽게 잡아주면서 톤 보정이 예쁘게 되는 편이에요.
바르고 나면 피부가 더 매끈하고 은은하게 윤기 돌아서 요즘 데일리로 잘 쓰고 있어요",2026-03-22
coupang,컨실러,"헤브블루 펜타베리 판테놀 리페어 컨실러, 1개, 13호 아이보리할인",5.0,positive,"출산하고 나서 기미랑 잡티가 확 올라와서 
신경 쓰여서 구매했어요^^

가볍게 발리는데 커버도 자연스럽게 잘 되고 
들뜸이 거의 없어서 만족^^
판테놀 들어가 있어서 피부도 편안하고 데일리로 굿❤️",2026-04-08
oliveyoung,suncare,[즉각쿨링] 라운드랩 자작나무 수분 선스틱 19g+19g,5.0,positive,"발림감 좋고 수분감도 좋아서 데일리로 사용하기
너무 좋은 선스틱이에요",2026-03-14
musinsa,,탈모증상완화 샴푸 두피강화 (본품+리필) 400ml 2입 기획 + 증정,5.0,positive,"약간 떡지는 것 같아요..
그래도 자극 덜 하고 덜 빠지는 것 같습니다.",
musinsa,,아토베리어365 크림미스트 120ML,5.0,positive,진정에 엄청 좋아요! 유분이 있는 편이라 피부 상태 보면서 뿌리고 있어용,
musinsa,,레이저 UV 썬스크린 50ml,5.0,positive,늘 사용 하던 제품 저렴하게 구매할수있어 좋아요,
musinsa,,1번 진정 맑게담은 청초토너 300ml,5.0,positive,속건조 잡아줄때 좋아요 추천드립니당 세럼이랑 같이 써도 좋아요,
oliveyoung,skincare,[화잘먹] 넘버즈인 3번 보들보들 모공결 세럼 30ml 더블 기획,4.0,positive,"전 개인적으로 리뉴얼 전 버전이 더 낫다고 느꼇어용…
리뉴얼 전 보단 가벼워지고 흡수력도 빠른것같긴한데 피부가 부들부들해지는건 리뉴얼 전 버전이 더 잘해쥬는것같네영",2026-05-11
musinsa,,[강력고정/24시간 지속력] 포뷰트 프리즈 헤어 스프레이 200ml,5.0,positive,특가 이벤트 세일하길래 구매해봤는데 마음에 듭니다 광도 심하지 않고 매트하면서 고정력까지 좋아서 자주 쓰게 되네요 다음에 재구매 할거같아요,
musinsa,,포어제로 오일 컨트롤 선스틱 + 오일컨트롤 페이퍼 1개,5.0,positive,배송은 조금 아쉽지만 제품은 좋습니다. 유분기를 잡아준다고햤는데 아직 잘 모르겠어요 ㅎㅎ..,
musinsa,,그린 마일드 업 선 플러스 50mL 2개,5.0,positive,뷰티페스타로 쿠폰 먹여서 싸게산거같아요 좋아요,
oliveyoung,skincare,[5월 올영픽/2700만개 판매] 유세린 하이알루론 3X 나이트크림 50ml 기획 (+나이트크림7ml*2),4.0,positive,"그냥 사용하고있습니다
어떤지는 더 사용해봐야할것같아요",2026-04-30
musinsa,,RC BB557 GREEN 선글라스,5.0,positive,"무난하고 이뻐요ㅎㅎ
가격도 저렴하니 가성비 갑입니다ㅎㅎ
강추강추합니다!!!",
oliveyoung,suncare,[6월 올영픽/한정기획] 메디힐 마데카소사이드 수분 선세럼 흔적 리페어 50+50g (+마데카소사이드 세럼 10ml),3.0,neutral,"정말 세럼처럼 투명하고 촉촉하게 발려요
그런데 이 위에 쿠션 하면 엄청 밀려요..ㅠㅠ",2026-06-01
oliveyoung,skincare,[개기름박멸]아이디얼포맨 프레시 올인원 150ml 단품/기획,5.0,positive,"올인원이라 구매했고, 향이 거북하지 않고 은은해서 가장 좋은 것 같아요",2024-10-29
musinsa,,블러 피니쉬 선쿠션 리필기획 SPF50+ PA++++ (2종 택1) (+미니쿠션랜덤증정),5.0,positive,아주 좋어요! 번들거림도 없고 아주 잘쓰고 있어요!,
oliveyoung,cleansing,"파파레서피 효소 파우더 클렌저 50g (블레미쉬(광채), 가지(보습), 티트리(진정)",1.0,negative,옥수수전분이성분1번인데전분을이가격에팔다니웃기네요,2023-07-29
musinsa,,호텔테라피 퍼퓸 대용량 바디워시 1013ml,5.0,positive,향이 정말정말 좋아요 엄마도 사드렸습니다 또살게요,
oliveyoung,skincare,[포켓몬에디션/3일 집중진정]브링그린 징크테카 트러블 세럼 (대용량기획),3.0,neutral,인스타 릴스나 유튜브에서 여드름인에게 이 브링그린 징크테카 트러블 세럼을 많이 추천하더라고요 그래서 궁금해서 사봤습니다 결론 먼저 말하자면 물론 사람마다 다르겠지만 저는 안 맞았어요 딱히 트러블이 줄어든 것처럼 느껴지는 것도 아니고 무엇보다 저는 지성이라 그런지 엄청 기름지더라고요.. 원래도 기름진편인데 이 세럼 쓰면 얼굴에 기름막이 씌워지는 느낌…? 암튼 그랬습니다 사용감은 마냥 물같은 세럼은 아니에요 오히려 어느정도 농도가 짙은 느낌이 강했습니다 여름에는 사용하기 적절한 편은 아닌 것 같아요 가벼운 느낌의 세럼이 아니라 무거운 느낌이라서 겨울에 가장 잘 맞을 것 같습니당 세럼이 25ml라서 가볍게 궁금하신 분들은 가봐도 괜찮을 것 같아요 저도 벌써 다 썼거든요 다만 화장하기 전에 사용하기에 적절한 세럼은 아니라는 생각이 듭니다,2026-03-25
musinsa,,어린쑥 트러블 미스트 120ml,5.0,positive,체험단 이 후기는 제품을 무상으로 제공받아 직접 사용해 본 후 작성되었습니다. @@@수부지 뿐만 아니라 건성도 만족하는 화잘먹 미스트@@@,
oliveyoung,cleansing,[1등 클렌징밤] 바닐라코 클린잇제로 오리지널 클렌징밤 100ml,5.0,positive,우선 제로는 세정력이 너무 좋아용 순하기도 순한건데 세정력이 왕짱입니당,2025-03-27
musinsa,,딜라이트풀 오일 120ml,5.0,positive,추가 증정이 있어서 참 좋아요. 너무 기름지지않고 좋네요,
musinsa,,빠지는 모발 고민해결 두피강화 샴푸 400ml + 증정,5.0,positive,배송 꼼꼼하게 빨리 왔어요 배송 상태도 좋고 여기저기 찾아보다가 대용량은 부담스럽고 ㅠ무신사가 제일 저렴한것 같아서 구매했어요,
oliveyoung,cleansing,듀댑 요거트팩 클렌저 150ml+15ml 3종 (시카티/듀톡스/레몬 커스터드),5.0,positive,팩과 클렌징의 조합으로 사용하기 좋고 피부결이 부드러워요.,2025-08-30
oliveyoung,skincare,[1+1] 한율 쑥히알 세럼 40ml 드롭드롭드롭 콜라보 기획 (+40ml 리필+딜리백 키링),5.0,positive,"여름에 극지성이라 세럼 아무거나 못쓰는데
이건 속수분 채워주고 번들거리지 않아 좋아요",2026-05-24
musinsa,,에브리데이 선블록  SPF50+PA++++ 200ml,5.0,positive,대용량에 가격도 싸고 끈적임도 없이 잘 발려서 좋아요,
musinsa,,퍼펙트 세럼 80ml 2 pack,5.0,positive,너무 물같지도 않고 너무 진득하지도 않고 적당한 세럼이에요 너무 기름지지 않아서 사용하기 좋네용 굿,
musinsa,,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),5.0,positive,계속사용하는제품으로 기초단계에서 촉촉함을 줍니다,
musinsa,,[SET] 다이브인 저분자 히알루론산 수딩크림 80ml X 2개 (+다이브인 세럼 20ml),5.0,positive,"겨울철 피부가 건조하고 당겨서 촉촉한 수분크림을 찾고있었는데, 한달 써보니 정말 좋았어요. 일단 흡수가 빨라서 시간투자할거 없이 가볍게 바르기 좋았습니다 ㅎ",
oliveyoung,cleansing,[고밀도효소거품] 브링그린 티트리 시카 딥클렌징폼 기획 (단품/ 더블/ 대용량),5.0,positive,진짜 딱 무난템이에요 크기도 작아서 어디 갈 때 들고 다닙니드 세정력도 나쁘지 않고 피부도 안땡겨요,2026-05-07
oliveyoung,cleansing,[모공흡착/결광케어] 아렌시아 찹쌀떡솝 클렌저 150g 3종 (그린티/라이스/라벤더),4.0,positive,"피부 수부지 타입
데일리로 사용중
초반 1주일간 사용했을때는 효과가 눈에 보여서 너무 좋았는데 
현재는 잘모르겠으나 안쓰는것보단 나을것 같아서 사용중
향에 민감한분들은 싫어할수도 있을것 같아요 
얼굴 각질 제거 드라마틱하진 않으니 큰 기대는 하지마세요
재구매의사는 있어요",2026-05-01
musinsa,,에센셜 물 마이크로 피팅 미스트 120ml (물결크림 5ml + 물토너 15ml 증정),5.0,positive,화장하기 전에 뿌리고 쓰기 좋아요 하지만 좀 귀찮은,
musinsa,,블러 피니쉬 선쿠션 리필기획 SPF50+ PA++++ (2종 택1) (+미니쿠션랜덤증정),2.0,negative,악건성에다가 피부 매트한 거 안어울리는데 2개나 사버려서 매우 곤란함,
musinsa,,티트리 퓨리파잉 토닉 100ML,5.0,positive,티트리 너무 시원하고 머리에서 향도 오래 가서 좋아요 요즘 건조해서 두피 각질 일어나길래 사봤는데 좋아서 재구매 의사 있습니다,
oliveyoung,skincare,[10년연속1위/장벽크림] 피지오겔 DMT 페이셜크림 100ml+100ml 더블기획,5.0,positive,"눈썹 탈색하고 눈썹 주위가 다 팅팅 붓고 붉어졌는데
알로에로도 진정 안된 게 이거 바르고 진정됐어요 살려주셔서 감사합니다ﻭﻭ 평생 쓸게요.. 발림성도 좋아요 다 바르고 나면 살짝 코팅된 느낌에 미끄덩 느낌있어용",2025-05-04
musinsa,,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,5.0,positive,향이 정말 좋아요 중성적인 느낌이 나면서 남자한테 잘 어울리는 향이에요 다음에 또 살 것 같네요,
oliveyoung,maskpack,[워터젤리/수분장벽] 닥터자르트 더마스크 하이드라 솔루션 프로 (1매) 2종 택1,5.0,positive,저는 2일에 한번씩 팩을 합니다. 팩에 수분이 많아서 건조한 피부를 오랫동안 촉촉하게 해줍니다. 또한 팩 자체가 얼굴에 수분을 잘 흡수해주는 것 같았습니다. 매일 할 필요가 없을 정도로 효과가 좋았습니다. 다음에도 구매해서 사용할 예정이에요.,2026-04-30
